worker_id,worker_name,archetype,site,date,status
30,Zehaan Sarin,reliable,Site_1,2026-06-04,present
30,Zehaan Sarin,reliable,Site_8,2026-06-05,present
30,Zehaan Sarin,reliable,Site_8,2026-06-06,present
30,Zehaan Sarin,reliable,Site_1,2026-06-08,present
30,Zehaan Sarin,reliable,Site_8,2026-06-09,present
30,Zehaan Sarin,reliable,Site_8,2026-06-10,present
30,Zehaan Sarin,reliable,Site_8,2026-06-11,present
30,Zehaan Sarin,reliable,Site_1,2026-06-12,present
30,Zehaan Sarin,reliable,Site_8,2026-06-13,absent
30,Zehaan Sarin,reliable,Site_8,2026-06-15,present
30,Zehaan Sarin,reliable,Site_8,2026-06-16,present
30,Zehaan Sarin,reliable,Site_1,2026-06-17,present
30,Zehaan Sarin,reliable,Site_8,2026-06-18,present
30,Zehaan Sarin,reliable,Site_8,2026-06-19,present
30,Zehaan Sarin,reliable,Site_8,2026-06-20,absent
30,Zehaan Sarin,reliable,Site_1,2026-06-22,present
30,Zehaan Sarin,reliable,Site_1,2026-06-23,present
30,Zehaan Sarin,reliable,Site_1,2026-06-24,present
30,Zehaan Sarin,reliable,Site_8,2026-06-25,present
30,Zehaan Sarin,reliable,Site_1,2026-06-26,absent
30,Zehaan Sarin,reliable,Site_8,2026-06-27,present
30,Zehaan Sarin,reliable,Site_8,2026-06-29,present
30,Zehaan Sarin,reliable,Site_1,2026-06-30,present
30,Zehaan Sarin,reliable,Site_1,2026-07-01,present
30,Zehaan Sarin,reliable,Site_8,2026-07-02,absent
30,Zehaan Sarin,reliable,Site_8,2026-07-03,present
30,Zehaan Sarin,reliable,Site_8,2026-07-04,present
30,Zehaan Sarin,reliable,Site_8,2026-07-06,present
30,Zehaan Sarin,reliable,Site_1,2026-07-07,present
30,Zehaan Sarin,reliable,Site_1,2026-07-08,present
30,Zehaan Sarin,reliable,Site_8,2026-07-09,present
30,Zehaan Sarin,reliable,Site_1,2026-07-10,present
31,Advaith Pai,unreliable,Site_8,2026-06-25,absent
31,Advaith Pai,unreliable,Site_8,2026-06-26,present
31,Advaith Pai,unreliable,Site_8,2026-06-27,absent
31,Advaith Pai,unreliable,Site_8,2026-06-29,absent
31,Advaith Pai,unreliable,Site_8,2026-06-30,absent
31,Advaith Pai,unreliable,Site_8,2026-07-01,present
31,Advaith Pai,unreliable,Site_8,2026-07-02,present
31,Advaith Pai,unreliable,Site_8,2026-07-03,absent
31,Advaith Pai,unreliable,Site_8,2026-07-04,present
31,Advaith Pai,unreliable,Site_8,2026-07-06,absent
31,Advaith Pai,unreliable,Site_8,2026-07-07,absent
31,Advaith Pai,unreliable,Site_8,2026-07-08,absent
31,Advaith Pai,unreliable,Site_8,2026-07-09,present
31,Advaith Pai,unreliable,Site_8,2026-07-10,absent
32,Rajata Karan,reliable,Site_3,2026-01-23,present
32,Rajata Karan,reliable,Site_3,2026-01-24,present
32,Rajata Karan,reliable,Site_5,2026-01-26,present
32,Rajata Karan,reliable,Site_3,2026-01-27,present
32,Rajata Karan,reliable,Site_4,2026-01-28,present
32,Rajata Karan,reliable,Site_3,2026-01-29,present
32,Rajata Karan,reliable,Site_4,2026-01-30,present
32,Rajata Karan,reliable,Site_6,2026-01-31,present
32,Rajata Karan,reliable,Site_5,2026-02-02,present
32,Rajata Karan,reliable,Site_3,2026-02-03,present
32,Rajata Karan,reliable,Site_5,2026-02-04,present
32,Rajata Karan,reliable,Site_3,2026-02-05,present
32,Rajata Karan,reliable,Site_3,2026-02-06,present
32,Rajata Karan,reliable,Site_4,2026-02-07,present
32,Rajata Karan,reliable,Site_3,2026-02-09,present
32,Rajata Karan,reliable,Site_6,2026-02-10,present
32,Rajata Karan,reliable,Site_3,2026-02-11,present
32,Rajata Karan,reliable,Site_3,2026-02-12,present
32,Rajata Karan,reliable,Site_3,2026-02-13,present
32,Rajata Karan,reliable,Site_5,2026-02-14,present
32,Rajata Karan,reliable,Site_5,2026-02-16,present
32,Rajata Karan,reliable,Site_5,2026-02-17,present
32,Rajata Karan,reliable,Site_5,2026-02-18,present
32,Rajata Karan,reliable,Site_4,2026-02-19,present
32,Rajata Karan,reliable,Site_6,2026-02-20,present
32,Rajata Karan,reliable,Site_4,2026-02-21,present
32,Rajata Karan,reliable,Site_5,2026-02-23,present
32,Rajata Karan,reliable,Site_4,2026-02-24,present
32,Rajata Karan,reliable,Site_5,2026-02-25,present
32,Rajata Karan,reliable,Site_4,2026-02-26,present
32,Rajata Karan,reliable,Site_6,2026-02-27,present
32,Rajata Karan,reliable,Site_6,2026-02-28,present
32,Rajata Karan,reliable,Site_4,2026-03-02,present
32,Rajata Karan,reliable,Site_4,2026-03-03,present
32,Rajata Karan,reliable,Site_6,2026-03-04,present
32,Rajata Karan,reliable,Site_5,2026-03-05,present
32,Rajata Karan,reliable,Site_6,2026-03-06,present
32,Rajata Karan,reliable,Site_4,2026-03-07,present
32,Rajata Karan,reliable,Site_4,2026-03-09,present
32,Rajata Karan,reliable,Site_3,2026-03-10,present
32,Rajata Karan,reliable,Site_3,2026-03-11,absent
32,Rajata Karan,reliable,Site_6,2026-03-12,present
32,Rajata Karan,reliable,Site_5,2026-03-13,present
32,Rajata Karan,reliable,Site_6,2026-03-14,present
32,Rajata Karan,reliable,Site_6,2026-03-16,present
32,Rajata Karan,reliable,Site_5,2026-03-17,present
32,Rajata Karan,reliable,Site_4,2026-03-18,present
32,Rajata Karan,reliable,Site_5,2026-03-19,present
32,Rajata Karan,reliable,Site_5,2026-03-20,present
32,Rajata Karan,reliable,Site_6,2026-03-21,present
32,Rajata Karan,reliable,Site_4,2026-03-23,present
32,Rajata Karan,reliable,Site_5,2026-03-24,present
32,Rajata Karan,reliable,Site_6,2026-03-25,present
32,Rajata Karan,reliable,Site_5,2026-03-26,present
32,Rajata Karan,reliable,Site_3,2026-03-27,present
32,Rajata Karan,reliable,Site_6,2026-03-28,present
32,Rajata Karan,reliable,Site_4,2026-03-30,present
32,Rajata Karan,reliable,Site_3,2026-03-31,present
32,Rajata Karan,reliable,Site_6,2026-04-01,present
32,Rajata Karan,reliable,Site_4,2026-04-02,present
32,Rajata Karan,reliable,Site_3,2026-04-03,present
32,Rajata Karan,reliable,Site_5,2026-04-04,present
32,Rajata Karan,reliable,Site_3,2026-04-06,present
32,Rajata Karan,reliable,Site_4,2026-04-07,present
32,Rajata Karan,reliable,Site_3,2026-04-08,present
32,Rajata Karan,reliable,Site_5,2026-04-09,present
32,Rajata Karan,reliable,Site_5,2026-04-10,present
32,Rajata Karan,reliable,Site_4,2026-04-11,present
32,Rajata Karan,reliable,Site_3,2026-04-13,absent
32,Rajata Karan,reliable,Site_6,2026-04-14,present
32,Rajata Karan,reliable,Site_5,2026-04-15,present
32,Rajata Karan,reliable,Site_3,2026-04-16,present
32,Rajata Karan,reliable,Site_3,2026-04-17,present
32,Rajata Karan,reliable,Site_6,2026-04-18,present
32,Rajata Karan,reliable,Site_4,2026-04-20,present
32,Rajata Karan,reliable,Site_5,2026-04-21,present
32,Rajata Karan,reliable,Site_4,2026-04-22,present
32,Rajata Karan,reliable,Site_4,2026-04-23,present
32,Rajata Karan,reliable,Site_5,2026-04-24,present
32,Rajata Karan,reliable,Site_5,2026-04-25,present
32,Rajata Karan,reliable,Site_6,2026-04-27,present
32,Rajata Karan,reliable,Site_6,2026-04-28,present
32,Rajata Karan,reliable,Site_3,2026-04-29,present
32,Rajata Karan,reliable,Site_4,2026-04-30,present
32,Rajata Karan,reliable,Site_6,2026-05-01,present
32,Rajata Karan,reliable,Site_6,2026-05-02,present
32,Rajata Karan,reliable,Site_3,2026-05-04,present
32,Rajata Karan,reliable,Site_5,2026-05-05,present
32,Rajata Karan,reliable,Site_4,2026-05-06,absent
32,Rajata Karan,reliable,Site_4,2026-05-07,present
32,Rajata Karan,reliable,Site_5,2026-05-08,present
32,Rajata Karan,reliable,Site_6,2026-05-09,present
32,Rajata Karan,reliable,Site_3,2026-05-11,present
32,Rajata Karan,reliable,Site_3,2026-05-12,present
32,Rajata Karan,reliable,Site_5,2026-05-13,present
32,Rajata Karan,reliable,Site_6,2026-05-14,present
32,Rajata Karan,reliable,Site_3,2026-05-15,present
32,Rajata Karan,reliable,Site_4,2026-05-16,present
32,Rajata Karan,reliable,Site_5,2026-05-18,present
32,Rajata Karan,reliable,Site_5,2026-05-19,present
32,Rajata Karan,reliable,Site_6,2026-05-20,present
32,Rajata Karan,reliable,Site_5,2026-05-21,present
32,Rajata Karan,reliable,Site_3,2026-05-22,present
32,Rajata Karan,reliable,Site_3,2026-05-23,present
32,Rajata Karan,reliable,Site_3,2026-05-25,present
32,Rajata Karan,reliable,Site_6,2026-05-26,present
32,Rajata Karan,reliable,Site_3,2026-05-27,present
32,Rajata Karan,reliable,Site_6,2026-05-28,present
32,Rajata Karan,reliable,Site_6,2026-05-29,present
32,Rajata Karan,reliable,Site_3,2026-05-30,present
32,Rajata Karan,reliable,Site_4,2026-06-01,present
32,Rajata Karan,reliable,Site_4,2026-06-02,present
32,Rajata Karan,reliable,Site_3,2026-06-03,present
32,Rajata Karan,reliable,Site_4,2026-06-04,present
32,Rajata Karan,reliable,Site_3,2026-06-05,present
32,Rajata Karan,reliable,Site_4,2026-06-06,present
32,Rajata Karan,reliable,Site_3,2026-06-08,present
32,Rajata Karan,reliable,Site_6,2026-06-09,present
32,Rajata Karan,reliable,Site_4,2026-06-10,present
32,Rajata Karan,reliable,Site_3,2026-06-11,present
32,Rajata Karan,reliable,Site_6,2026-06-12,present
32,Rajata Karan,reliable,Site_6,2026-06-13,present
32,Rajata Karan,reliable,Site_6,2026-06-15,present
32,Rajata Karan,reliable,Site_6,2026-06-16,present
32,Rajata Karan,reliable,Site_3,2026-06-17,present
32,Rajata Karan,reliable,Site_6,2026-06-18,present
32,Rajata Karan,reliable,Site_6,2026-06-19,present
32,Rajata Karan,reliable,Site_5,2026-06-20,present
32,Rajata Karan,reliable,Site_4,2026-06-22,present
32,Rajata Karan,reliable,Site_5,2026-06-23,present
32,Rajata Karan,reliable,Site_5,2026-06-24,present
32,Rajata Karan,reliable,Site_6,2026-06-25,present
32,Rajata Karan,reliable,Site_6,2026-06-26,present
32,Rajata Karan,reliable,Site_5,2026-06-27,present
32,Rajata Karan,reliable,Site_5,2026-06-29,present
32,Rajata Karan,reliable,Site_5,2026-06-30,present
32,Rajata Karan,reliable,Site_6,2026-07-01,present
32,Rajata Karan,reliable,Site_5,2026-07-02,present
32,Rajata Karan,reliable,Site_5,2026-07-03,present
32,Rajata Karan,reliable,Site_5,2026-07-04,present
32,Rajata Karan,reliable,Site_3,2026-07-06,present
32,Rajata Karan,reliable,Site_5,2026-07-07,present
32,Rajata Karan,reliable,Site_6,2026-07-08,present
32,Rajata Karan,reliable,Site_4,2026-07-09,present
32,Rajata Karan,reliable,Site_6,2026-07-10,absent
33,Krisha Chadha,moderate,Site_3,2026-03-16,present
33,Krisha Chadha,moderate,Site_4,2026-03-17,present
33,Krisha Chadha,moderate,Site_3,2026-03-18,present
33,Krisha Chadha,moderate,Site_3,2026-03-19,present
33,Krisha Chadha,moderate,Site_4,2026-03-20,present
33,Krisha Chadha,moderate,Site_4,2026-03-21,present
33,Krisha Chadha,moderate,Site_4,2026-03-23,present
33,Krisha Chadha,moderate,Site_4,2026-03-24,present
33,Krisha Chadha,moderate,Site_4,2026-03-25,present
33,Krisha Chadha,moderate,Site_3,2026-03-26,present
33,Krisha Chadha,moderate,Site_3,2026-03-27,present
33,Krisha Chadha,moderate,Site_3,2026-03-28,present
33,Krisha Chadha,moderate,Site_4,2026-03-30,absent
33,Krisha Chadha,moderate,Site_3,2026-03-31,present
33,Krisha Chadha,moderate,Site_3,2026-04-01,present
33,Krisha Chadha,moderate,Site_4,2026-04-02,present
33,Krisha Chadha,moderate,Site_4,2026-04-03,absent
33,Krisha Chadha,moderate,Site_4,2026-04-04,present
33,Krisha Chadha,moderate,Site_4,2026-04-06,absent
33,Krisha Chadha,moderate,Site_3,2026-04-07,present
33,Krisha Chadha,moderate,Site_4,2026-04-08,present
33,Krisha Chadha,moderate,Site_4,2026-04-09,present
33,Krisha Chadha,moderate,Site_3,2026-04-10,present
33,Krisha Chadha,moderate,Site_4,2026-04-11,present
33,Krisha Chadha,moderate,Site_3,2026-04-13,present
33,Krisha Chadha,moderate,Site_3,2026-04-14,absent
33,Krisha Chadha,moderate,Site_4,2026-04-15,present
33,Krisha Chadha,moderate,Site_3,2026-04-16,absent
33,Krisha Chadha,moderate,Site_3,2026-04-17,present
33,Krisha Chadha,moderate,Site_4,2026-04-18,present
33,Krisha Chadha,moderate,Site_4,2026-04-20,present
33,Krisha Chadha,moderate,Site_4,2026-04-21,present
33,Krisha Chadha,moderate,Site_4,2026-04-22,present
33,Krisha Chadha,moderate,Site_3,2026-04-23,present
33,Krisha Chadha,moderate,Site_3,2026-04-24,present
33,Krisha Chadha,moderate,Site_4,2026-04-25,present
33,Krisha Chadha,moderate,Site_3,2026-04-27,present
33,Krisha Chadha,moderate,Site_3,2026-04-28,present
33,Krisha Chadha,moderate,Site_4,2026-04-29,present
33,Krisha Chadha,moderate,Site_3,2026-04-30,present
33,Krisha Chadha,moderate,Site_3,2026-05-01,present
33,Krisha Chadha,moderate,Site_3,2026-05-02,absent
33,Krisha Chadha,moderate,Site_3,2026-05-04,present
33,Krisha Chadha,moderate,Site_3,2026-05-05,present
33,Krisha Chadha,moderate,Site_4,2026-05-06,present
33,Krisha Chadha,moderate,Site_3,2026-05-07,present
33,Krisha Chadha,moderate,Site_4,2026-05-08,present
33,Krisha Chadha,moderate,Site_3,2026-05-09,present
33,Krisha Chadha,moderate,Site_4,2026-05-11,present
33,Krisha Chadha,moderate,Site_3,2026-05-12,present
33,Krisha Chadha,moderate,Site_3,2026-05-13,absent
33,Krisha Chadha,moderate,Site_3,2026-05-14,present
33,Krisha Chadha,moderate,Site_3,2026-05-15,present
33,Krisha Chadha,moderate,Site_4,2026-05-16,present
33,Krisha Chadha,moderate,Site_4,2026-05-18,present
33,Krisha Chadha,moderate,Site_3,2026-05-19,present
33,Krisha Chadha,moderate,Site_3,2026-05-20,present
33,Krisha Chadha,moderate,Site_3,2026-05-21,absent
33,Krisha Chadha,moderate,Site_4,2026-05-22,present
33,Krisha Chadha,moderate,Site_4,2026-05-23,present
33,Krisha Chadha,moderate,Site_3,2026-05-25,absent
33,Krisha Chadha,moderate,Site_4,2026-05-26,present
33,Krisha Chadha,moderate,Site_4,2026-05-27,present
33,Krisha Chadha,moderate,Site_4,2026-05-28,present
33,Krisha Chadha,moderate,Site_3,2026-05-29,present
33,Krisha Chadha,moderate,Site_4,2026-05-30,present
33,Krisha Chadha,moderate,Site_3,2026-06-01,present
33,Krisha Chadha,moderate,Site_3,2026-06-02,present
33,Krisha Chadha,moderate,Site_4,2026-06-03,present
33,Krisha Chadha,moderate,Site_3,2026-06-04,present
33,Krisha Chadha,moderate,Site_4,2026-06-05,present
33,Krisha Chadha,moderate,Site_3,2026-06-06,present
33,Krisha Chadha,moderate,Site_4,2026-06-08,present
33,Krisha Chadha,moderate,Site_3,2026-06-09,absent
33,Krisha Chadha,moderate,Site_3,2026-06-10,present
33,Krisha Chadha,moderate,Site_4,2026-06-11,absent
33,Krisha Chadha,moderate,Site_3,2026-06-12,absent
33,Krisha Chadha,moderate,Site_4,2026-06-13,present
33,Krisha Chadha,moderate,Site_4,2026-06-15,present
33,Krisha Chadha,moderate,Site_4,2026-06-16,present
33,Krisha Chadha,moderate,Site_3,2026-06-17,absent
33,Krisha Chadha,moderate,Site_3,2026-06-18,present
33,Krisha Chadha,moderate,Site_4,2026-06-19,present
33,Krisha Chadha,moderate,Site_4,2026-06-20,present
33,Krisha Chadha,moderate,Site_3,2026-06-22,present
33,Krisha Chadha,moderate,Site_3,2026-06-23,present
33,Krisha Chadha,moderate,Site_3,2026-06-24,present
33,Krisha Chadha,moderate,Site_4,2026-06-25,present
33,Krisha Chadha,moderate,Site_4,2026-06-26,present
33,Krisha Chadha,moderate,Site_4,2026-06-27,present
33,Krisha Chadha,moderate,Site_4,2026-06-29,absent
33,Krisha Chadha,moderate,Site_4,2026-06-30,present
33,Krisha Chadha,moderate,Site_3,2026-07-01,present
33,Krisha Chadha,moderate,Site_3,2026-07-02,absent
33,Krisha Chadha,moderate,Site_3,2026-07-03,present
33,Krisha Chadha,moderate,Site_3,2026-07-04,present
33,Krisha Chadha,moderate,Site_3,2026-07-06,present
33,Krisha Chadha,moderate,Site_3,2026-07-07,present
33,Krisha Chadha,moderate,Site_4,2026-07-08,present
33,Krisha Chadha,moderate,Site_4,2026-07-09,present
33,Krisha Chadha,moderate,Site_3,2026-07-10,present
34,Jagat Aurora,reliable,Site_5,2026-02-23,present
34,Jagat Aurora,reliable,Site_2,2026-02-24,present
34,Jagat Aurora,reliable,Site_5,2026-02-25,present
34,Jagat Aurora,reliable,Site_9,2026-02-26,present
34,Jagat Aurora,reliable,Site_2,2026-02-27,present
34,Jagat Aurora,reliable,Site_2,2026-02-28,present
34,Jagat Aurora,reliable,Site_5,2026-03-02,present
34,Jagat Aurora,reliable,Site_5,2026-03-03,absent
34,Jagat Aurora,reliable,Site_2,2026-03-04,absent
34,Jagat Aurora,reliable,Site_5,2026-03-05,present
34,Jagat Aurora,reliable,Site_5,2026-03-06,present
34,Jagat Aurora,reliable,Site_9,2026-03-07,present
34,Jagat Aurora,reliable,Site_5,2026-03-09,present
34,Jagat Aurora,reliable,Site_5,2026-03-10,present
34,Jagat Aurora,reliable,Site_2,2026-03-11,absent
34,Jagat Aurora,reliable,Site_5,2026-03-12,present
34,Jagat Aurora,reliable,Site_9,2026-03-13,present
34,Jagat Aurora,reliable,Site_9,2026-03-14,present
34,Jagat Aurora,reliable,Site_9,2026-03-16,present
34,Jagat Aurora,reliable,Site_5,2026-03-17,present
34,Jagat Aurora,reliable,Site_2,2026-03-18,present
34,Jagat Aurora,reliable,Site_2,2026-03-19,present
34,Jagat Aurora,reliable,Site_5,2026-03-20,present
34,Jagat Aurora,reliable,Site_2,2026-03-21,present
34,Jagat Aurora,reliable,Site_5,2026-03-23,present
34,Jagat Aurora,reliable,Site_2,2026-03-24,present
34,Jagat Aurora,reliable,Site_5,2026-03-25,present
34,Jagat Aurora,reliable,Site_5,2026-03-26,present
34,Jagat Aurora,reliable,Site_5,2026-03-27,present
34,Jagat Aurora,reliable,Site_5,2026-03-28,present
34,Jagat Aurora,reliable,Site_5,2026-03-30,present
34,Jagat Aurora,reliable,Site_5,2026-03-31,present
34,Jagat Aurora,reliable,Site_5,2026-04-01,present
34,Jagat Aurora,reliable,Site_5,2026-04-02,present
34,Jagat Aurora,reliable,Site_2,2026-04-03,present
34,Jagat Aurora,reliable,Site_5,2026-04-04,present
34,Jagat Aurora,reliable,Site_5,2026-04-06,present
34,Jagat Aurora,reliable,Site_2,2026-04-07,present
34,Jagat Aurora,reliable,Site_5,2026-04-08,present
34,Jagat Aurora,reliable,Site_9,2026-04-09,present
34,Jagat Aurora,reliable,Site_5,2026-04-10,present
34,Jagat Aurora,reliable,Site_2,2026-04-11,present
34,Jagat Aurora,reliable,Site_9,2026-04-13,present
34,Jagat Aurora,reliable,Site_2,2026-04-14,present
34,Jagat Aurora,reliable,Site_2,2026-04-15,present
34,Jagat Aurora,reliable,Site_9,2026-04-16,present
34,Jagat Aurora,reliable,Site_2,2026-04-17,present
34,Jagat Aurora,reliable,Site_2,2026-04-18,present
34,Jagat Aurora,reliable,Site_9,2026-04-20,present
34,Jagat Aurora,reliable,Site_5,2026-04-21,present
34,Jagat Aurora,reliable,Site_2,2026-04-22,present
34,Jagat Aurora,reliable,Site_9,2026-04-23,present
34,Jagat Aurora,reliable,Site_2,2026-04-24,present
34,Jagat Aurora,reliable,Site_5,2026-04-25,present
34,Jagat Aurora,reliable,Site_2,2026-04-27,present
34,Jagat Aurora,reliable,Site_2,2026-04-28,present
34,Jagat Aurora,reliable,Site_9,2026-04-29,present
34,Jagat Aurora,reliable,Site_5,2026-04-30,present
34,Jagat Aurora,reliable,Site_5,2026-05-01,present
34,Jagat Aurora,reliable,Site_5,2026-05-02,present
34,Jagat Aurora,reliable,Site_9,2026-05-04,present
34,Jagat Aurora,reliable,Site_2,2026-05-05,present
34,Jagat Aurora,reliable,Site_5,2026-05-06,present
34,Jagat Aurora,reliable,Site_5,2026-05-07,present
34,Jagat Aurora,reliable,Site_9,2026-05-08,present
34,Jagat Aurora,reliable,Site_9,2026-05-09,present
34,Jagat Aurora,reliable,Site_2,2026-05-11,present
34,Jagat Aurora,reliable,Site_5,2026-05-12,present
34,Jagat Aurora,reliable,Site_2,2026-05-13,present
34,Jagat Aurora,reliable,Site_5,2026-05-14,present
34,Jagat Aurora,reliable,Site_2,2026-05-15,present
34,Jagat Aurora,reliable,Site_2,2026-05-16,present
34,Jagat Aurora,reliable,Site_5,2026-05-18,present
34,Jagat Aurora,reliable,Site_9,2026-05-19,present
34,Jagat Aurora,reliable,Site_9,2026-05-20,present
34,Jagat Aurora,reliable,Site_9,2026-05-21,present
34,Jagat Aurora,reliable,Site_5,2026-05-22,present
34,Jagat Aurora,reliable,Site_2,2026-05-23,present
34,Jagat Aurora,reliable,Site_9,2026-05-25,present
34,Jagat Aurora,reliable,Site_2,2026-05-26,present
34,Jagat Aurora,reliable,Site_5,2026-05-27,absent
34,Jagat Aurora,reliable,Site_2,2026-05-28,present
34,Jagat Aurora,reliable,Site_9,2026-05-29,present
34,Jagat Aurora,reliable,Site_5,2026-05-30,present
34,Jagat Aurora,reliable,Site_9,2026-06-01,present
34,Jagat Aurora,reliable,Site_5,2026-06-02,present
34,Jagat Aurora,reliable,Site_2,2026-06-03,present
34,Jagat Aurora,reliable,Site_9,2026-06-04,present
34,Jagat Aurora,reliable,Site_5,2026-06-05,present
34,Jagat Aurora,reliable,Site_9,2026-06-06,present
34,Jagat Aurora,reliable,Site_5,2026-06-08,absent
34,Jagat Aurora,reliable,Site_5,2026-06-09,present
34,Jagat Aurora,reliable,Site_2,2026-06-10,present
34,Jagat Aurora,reliable,Site_2,2026-06-11,present
34,Jagat Aurora,reliable,Site_5,2026-06-12,present
34,Jagat Aurora,reliable,Site_5,2026-06-13,present
34,Jagat Aurora,reliable,Site_9,2026-06-15,present
34,Jagat Aurora,reliable,Site_9,2026-06-16,present
34,Jagat Aurora,reliable,Site_9,2026-06-17,present
34,Jagat Aurora,reliable,Site_5,2026-06-18,present
34,Jagat Aurora,reliable,Site_2,2026-06-19,present
34,Jagat Aurora,reliable,Site_9,2026-06-20,present
34,Jagat Aurora,reliable,Site_9,2026-06-22,present
34,Jagat Aurora,reliable,Site_9,2026-06-23,present
34,Jagat Aurora,reliable,Site_2,2026-06-24,present
34,Jagat Aurora,reliable,Site_5,2026-06-25,absent
34,Jagat Aurora,reliable,Site_2,2026-06-26,present
34,Jagat Aurora,reliable,Site_9,2026-06-27,present
34,Jagat Aurora,reliable,Site_5,2026-06-29,present
34,Jagat Aurora,reliable,Site_5,2026-06-30,present
34,Jagat Aurora,reliable,Site_2,2026-07-01,present
34,Jagat Aurora,reliable,Site_9,2026-07-02,present
34,Jagat Aurora,reliable,Site_9,2026-07-03,present
34,Jagat Aurora,reliable,Site_5,2026-07-04,present
34,Jagat Aurora,reliable,Site_9,2026-07-06,present
34,Jagat Aurora,reliable,Site_9,2026-07-07,present
34,Jagat Aurora,reliable,Site_5,2026-07-08,present
34,Jagat Aurora,reliable,Site_5,2026-07-09,present
34,Jagat Aurora,reliable,Site_2,2026-07-10,present
35,Isha Sem,unreliable,Site_8,2026-06-03,absent
35,Isha Sem,unreliable,Site_8,2026-06-04,present
35,Isha Sem,unreliable,Site_8,2026-06-05,absent
35,Isha Sem,unreliable,Site_8,2026-06-06,absent
35,Isha Sem,unreliable,Site_8,2026-06-08,present
35,Isha Sem,unreliable,Site_8,2026-06-09,present
35,Isha Sem,unreliable,Site_8,2026-06-10,present
35,Isha Sem,unreliable,Site_8,2026-06-11,present
35,Isha Sem,unreliable,Site_8,2026-06-12,absent
35,Isha Sem,unreliable,Site_8,2026-06-13,absent
35,Isha Sem,unreliable,Site_8,2026-06-15,absent
35,Isha Sem,unreliable,Site_8,2026-06-16,absent
35,Isha Sem,unreliable,Site_8,2026-06-17,absent
35,Isha Sem,unreliable,Site_8,2026-06-18,present
35,Isha Sem,unreliable,Site_8,2026-06-19,present
35,Isha Sem,unreliable,Site_8,2026-06-20,present
35,Isha Sem,unreliable,Site_8,2026-06-22,absent
35,Isha Sem,unreliable,Site_8,2026-06-23,present
35,Isha Sem,unreliable,Site_8,2026-06-24,absent
35,Isha Sem,unreliable,Site_8,2026-06-25,present
35,Isha Sem,unreliable,Site_8,2026-06-26,present
35,Isha Sem,unreliable,Site_8,2026-06-27,present
35,Isha Sem,unreliable,Site_8,2026-06-29,absent
35,Isha Sem,unreliable,Site_8,2026-06-30,absent
35,Isha Sem,unreliable,Site_8,2026-07-01,present
35,Isha Sem,unreliable,Site_8,2026-07-02,present
35,Isha Sem,unreliable,Site_8,2026-07-03,absent
35,Isha Sem,unreliable,Site_8,2026-07-04,absent
35,Isha Sem,unreliable,Site_8,2026-07-06,absent
35,Isha Sem,unreliable,Site_8,2026-07-07,present
35,Isha Sem,unreliable,Site_8,2026-07-08,absent
35,Isha Sem,unreliable,Site_8,2026-07-09,absent
35,Isha Sem,unreliable,Site_8,2026-07-10,present
36,Meera Singh,moderate,Site_10,2026-04-15,present
36,Meera Singh,moderate,Site_10,2026-04-16,present
36,Meera Singh,moderate,Site_10,2026-04-17,present
36,Meera Singh,moderate,Site_10,2026-04-18,present
36,Meera Singh,moderate,Site_10,2026-04-20,present
36,Meera Singh,moderate,Site_10,2026-04-21,present
36,Meera Singh,moderate,Site_10,2026-04-22,absent
36,Meera Singh,moderate,Site_10,2026-04-23,present
36,Meera Singh,moderate,Site_10,2026-04-24,present
36,Meera Singh,moderate,Site_10,2026-04-25,present
36,Meera Singh,moderate,Site_10,2026-04-27,present
36,Meera Singh,moderate,Site_10,2026-04-28,present
36,Meera Singh,moderate,Site_10,2026-04-29,present
36,Meera Singh,moderate,Site_10,2026-04-30,present
36,Meera Singh,moderate,Site_10,2026-05-01,present
36,Meera Singh,moderate,Site_10,2026-05-02,present
36,Meera Singh,moderate,Site_10,2026-05-04,present
36,Meera Singh,moderate,Site_10,2026-05-05,present
36,Meera Singh,moderate,Site_10,2026-05-06,present
36,Meera Singh,moderate,Site_10,2026-05-07,present
36,Meera Singh,moderate,Site_10,2026-05-08,present
36,Meera Singh,moderate,Site_10,2026-05-09,present
36,Meera Singh,moderate,Site_10,2026-05-11,present
36,Meera Singh,moderate,Site_10,2026-05-12,absent
36,Meera Singh,moderate,Site_10,2026-05-13,present
36,Meera Singh,moderate,Site_10,2026-05-14,present
36,Meera Singh,moderate,Site_10,2026-05-15,absent
36,Meera Singh,moderate,Site_10,2026-05-16,present
36,Meera Singh,moderate,Site_10,2026-05-18,present
36,Meera Singh,moderate,Site_10,2026-05-19,present
36,Meera Singh,moderate,Site_10,2026-05-20,present
36,Meera Singh,moderate,Site_10,2026-05-21,present
36,Meera Singh,moderate,Site_10,2026-05-22,absent
36,Meera Singh,moderate,Site_10,2026-05-23,absent
36,Meera Singh,moderate,Site_10,2026-05-25,present
36,Meera Singh,moderate,Site_10,2026-05-26,present
36,Meera Singh,moderate,Site_10,2026-05-27,absent
36,Meera Singh,moderate,Site_10,2026-05-28,absent
36,Meera Singh,moderate,Site_10,2026-05-29,absent
36,Meera Singh,moderate,Site_10,2026-05-30,present
36,Meera Singh,moderate,Site_10,2026-06-01,present
36,Meera Singh,moderate,Site_10,2026-06-02,present
36,Meera Singh,moderate,Site_10,2026-06-03,absent
